"cisp","mes","ano","mes_ano","aisp","risp","munic","mcirc","regiao","hom_doloso","lesao_corp_morte","latrocinio","cvli","hom_por_interv_policial","feminicidio","letalidade_violenta","tentat_hom","tentativa_feminicidio","lesao_corp_dolosa","estupro","hom_culposo","lesao_corp_culposa","roubo_transeunte","roubo_celular","roubo_em_coletivo","roubo_rua","roubo_veiculo","roubo_carga","roubo_comercio","roubo_residencia","roubo_banco","roubo_cx_eletronico","roubo_conducao_saque","roubo_apos_saque","roubo_bicicleta","outros_roubos","total_roubos","furto_veiculos","furto_transeunte","furto_coletivo","furto_celular","furto_bicicleta","outros_furtos","total_furtos","sequestro","extorsao","sequestro_relampago","estelionato","apreensao_drogas","posse_drogas","trafico_drogas","apreensao_drogas_sem_autor","recuperacao_veiculos","apf","aaapai","cmp","cmba","ameaca","pessoas_desaparecidas","encontro_cadaver","encontro_ossada","pol_militares_mortos_serv","pol_civis_mortos_serv","registro_ocorrencias","fase"
"59","4","2025","2025m04","15","3","Duque de Caxias","3301702","Baixada Fluminense","5","0","0","5","0","0","5","2","0","126","4","4","39","113","139","3","255","79","30","1","1","0","0","0","0","0","16","382","44","44","5","41","2","174","310","0","2","0","233","6","2","4","0","89","58","9","13","1","107","16","0","0","0","0","1769","3"
"60","4","2025","2025m04","15","3","Duque de Caxias","3301702","Baixada Fluminense","5","0","0","5","7","1","13","23","0","64","6","9","25","33","36","4","73","90","25","1","1","0","0","0","0","0","11","201","20","1","1","8","0","23","53","0","0","1","137","14","0","11","3","27","30","4","16","0","64","11","2","0","0","0","876","3"
"61","4","2025","2025m04","15","3","Duque de Caxias","3301702","Baixada Fluminense","1","0","0","1","2","0","3","2","0","27","3","1","2","2","1","1","4","6","2","0","0","0","0","0","0","0","1","13","4","1","0","1","2","6","14","0","1","2","27","0","0","0","0","5","6","0","4","0","14","1","1","0","0","0","160","3"
"62","4","2025","2025m04","15","3","Duque de Caxias","3301702","Baixada Fluminense","3","0","0","3","0","0","3","3","0","34","4","1","15","29","11","1","41","23","6","0","0","0","0","0","0","0","6","76","14","1","1","8","2","31","57","0","3","1","76","4","1","3","0","15","30","0","1","0","14","7","2","0","0","0","399","3"
"59","5","2025","2025m05","15","3","Duque de Caxias","3301702","Baixada Fluminense","8","0","0","8","1","0","9","5","1","114","8","5","44","142","126","11","279","101","43","5","1","0","0","0","2","0","33","464","51","44","8","38","0","197","338","0","3","0","234","6","1","5","0","88","72","19","9","0","119","13","0","0","0","0","1932","3"
"60","5","2025","2025m05","15","3","Duque de Caxias","3301702","Baixada Fluminense","10","0","0","10","4","0","14","11","1","55","6","6","26","43","49","2","94","113","22","0","0","0","0","0","0","0","27","256","26","0","6","7","0","38","77","0","0","0","134","20","0","20","0","45","49","4","11","1","74","8","0","0","0","0","955","3"
"61","5","2025","2025m05","15","3","Duque de Caxias","3301702","Baixada Fluminense","2","0","0","2","0","0","2","0","1","32","2","0","6","1","1","0","2","9","1","0","0","0","0","0","0","0","2","14","6","1","0","0","2","7","16","0","1","0","24","0","0","0","0","3","11","0","5","1","29","1","1","0","0","0","186","3"
"62","5","2025","2025m05","15","3","Duque de Caxias","3301702","Baixada Fluminense","2","0","0","2","1","0","3","2","0","41","6","1","9","22","13","4","39","35","8","1","1","0","0","0","0","1","4","89","25","2","1","6","0","30","64","0","8","3","77","4","0","4","0","10","27","0","3","0","34","9","0","0","0","0","468","3"
"59","6","2025","2025m06","15","3","Duque de Caxias","3301702","Baixada Fluminense","2","1","0","3","4","0","7","10","0","118","16","2","59","154","118","5","277","124","41","4","0","0","0","0","0","1","41","488","64","53","12","42","0","191","362","0","5","0","205","9","2","7","0","60","51","11","11","3","120","16","2","0","0","0","1925","3"
"60","6","2025","2025m06","15","3","Duque de Caxias","3301702","Baixada Fluminense","8","0","0","8","6","0","14","10","2","67","5","10","28","44","68","4","116","86","27","3","0","0","0","0","0","0","13","245","10","4","3","13","2","38","70","0","2","1","135","6","0","6","0","22","28","2","20","2","51","18","1","0","0","0","928","3"
"61","6","2025","2025m06","15","3","Duque de Caxias","3301702","Baixada Fluminense","0","0","0","0","0","0","0","0","0","17","0","1","3","3","0","0","3","8","1","0","1","0","0","0","0","0","0","13","4","0","0","4","2","11","21","0","0","0","30","0","0","0","0","2","2","0","2","0","20","0","1","0","0","0","152","3"
"62","6","2025","2025m06","15","3","Duque de Caxias","3301702","Baixada Fluminense","2","0","0","2","0","0","2","3","1","32","9","3","15","34","28","0","62","62","10","1","1","0","0","1","2","0","5","144","4","4","0","5","2","39","54","0","5","0","66","3","0","3","0","17","27","1","4","0","27","0","0","0","0","0","503","3"
"59","7","2025","2025m07","15","3","Duque de Caxias","3301702","Baixada Fluminense","6","0","0","6","1","1","8","6","0","119","6","6","41","127","134","6","267","91","26","6","1","0","0","0","4","0","31","426","44","46","11","46","0","233","380","0","3","0","239","10","3","7","0","91","70","4","14","0","114","19","0","0","1","0","2004","3"
"60","7","2025","2025m07","15","3","Duque de Caxias","3301702","Baixada Fluminense","9","0","0","9","0","0","9","16","0","49","6","6","27","37","55","0","92","93","26","1","0","0","0","0","0","0","15","227","26","1","2","14","2","52","97","0","7","0","180","5","0","5","0","19","33","4","12","0","61","12","0","0","0","0","971","3"
"61","7","2025","2025m07","15","3","Duque de Caxias","3301702","Baixada Fluminense","1","0","0","1","0","0","1","1","0","29","5","3","4","0","2","0","2","5","3","0","0","0","0","0","0","0","2","12","4","1","0","2","0","16","23","0","0","0","37","0","0","0","0","4","7","0","0","0","31","1","0","0","0","0","191","3"
"62","7","2025","2025m07","15","3","Duque de Caxias","3301702","Baixada Fluminense","2","0","0","2","0","0","2","4","0","33","5","1","18","23","14","1","38","59","7","0","1","0","0","0","0","1","12","118","8","2","1","8","2","40","61","0","2","0","97","7","0","7","0","19","23","0","3","0","35","5","0","0","0","0","523","3"
"59","8","2025","2025m08","15","3","Duque de Caxias","3301702","Baixada Fluminense","11","0","0","11","1","0","12","8","0","119","9","3","34","114","101","5","220","100","37","6","0","0","0","1","1","0","32","397","55","43","8","34","0","194","334","0","0","0","199","9","1","7","1","90","56","8","20","0","100","10","0","0","0","0","1799","3"
"60","8","2025","2025m08","15","3","Duque de Caxias","3301702","Baixada Fluminense","1","0","0","1","3","0","4","14","1","59","8","6","28","23","28","1","52","88","17","2","1","0","0","0","0","1","19","180","31","2","1","11","1","33","79","0","3","0","166","11","0","10","1","34","45","4","11","0","66","10","1","0","0","0","863","3"
"61","8","2025","2025m08","15","3","Duque de Caxias","3301702","Baixada Fluminense","3","0","0","3","0","0","3","0","1","19","5","0","3","2","5","0","7","3","2","0","1","0","0","0","0","0","0","13","0","0","0","0","0","11","11","0","2","0","35","0","0","0","0","3","14","0","7","0","24","2","0","0","0","0","168","3"
"62","8","2025","2025m08","15","3","Duque de Caxias","3301702","Baixada Fluminense","5","0","0","5","0","0","5","0","0","37","1","2","15","12","8","1","21","38","2","0","0","0","0","0","0","0","10","71","17","3","3","8","2","27","60","0","0","0","89","3","0","3","0","9","16","1","2","1","38","4","1","0","0","0","431","3"
"59","9","2025","2025m09","15","3","Duque de Caxias","3301702","Baixada Fluminense","4","0","0","4","5","0","9","17","0","130","10","1","42","116","109","7","232","72","20","11","1","0","0","1","1","0","22","360","54","39","9","39","0","196","337","0","5","0","218","17","3","14","0","70","64","3","25","0","155","10","1","1","0","0","1857","3"
"60","9","2025","2025m09","15","3","Duque de Caxias","3301702","Baixada Fluminense","4","0","1","5","1","0","6","8","0","68","7","4","32","35","30","5","70","94","18","4","2","0","0","0","0","0","22","210","12","4","3","8","1","41","69","0","5","0","175","8","0","8","0","33","28","3","16","1","101","13","0","0","0","0","1004","3"
"61","9","2025","2025m09","15","3","Duque de Caxias","3301702","Baixada Fluminense","2","0","0","2","0","0","2","3","0","14","3","1","6","0","0","0","0","6","1","0","0","0","0","0","0","0","0","7","5","0","0","2","1","7","15","0","1","0","24","3","3","0","0","5","4","0","3","0","25","2","0","0","0","0","161","3"
"62","9","2025","2025m09","15","3","Duque de Caxias","3301702","Baixada Fluminense","2","0","0","2","0","0","2","2","0","39","5","1","12","21","13","0","34","51","7","1","1","0","0","0","0","0","4","98","13","2","2","6","2","31","56","0","1","0","63","7","0","6","1","13","27","0","5","0","44","6","1","0","0","0","460","3"
"59","10","2025","2025m10","15","3","Duque de Caxias","3301702","Baixada Fluminense","3","0","0","3","3","0","6","13","0","115","14","3","42","82","99","3","184","94","31","4","2","0","1","0","0","0","28","344","65","32","8","42","1","147","295","0","3","0","163","23","0","20","3","86","69","1","18","0","93","12","0","0","0","0","1572","3"
"60","10","2025","2025m10","15","3","Duque de Caxias","3301702","Baixada Fluminense","8","0","0","8","0","0","8","4","1","66","7","14","28","39","41","4","84","101","13","1","2","0","0","0","0","0","11","212","24","6","8","15","2","41","96","0","9","0","161","9","1","8","0","23","56","3","14","4","99","10","0","0","0","0","1044","3"
"61","10","2025","2025m10","15","3","Duque de Caxias","3301702","Baixada Fluminense","0","0","0","0","0","0","0","0","0","26","0","1","3","3","3","0","6","1","1","0","0","0","0","0","0","0","0","8","2","0","0","6","1","9","18","0","0","0","36","0","0","0","0","3","4","0","2","0","24","2","1","0","0","0","184","3"
"62","10","2025","2025m10","15","3","Duque de Caxias","3301702","Baixada Fluminense","1","0","0","1","0","0","1","2","0","33","3","0","9","24","13","0","37","53","5","1","0","0","0","0","0","1","3","100","13","4","1","8","1","38","65","0","3","0","77","3","0","3","0","19","10","1","1","0","32","5","2","0","0","0","467","3"
"59","11","2025","2025m11","15","3","Duque de Caxias","3301702","Baixada Fluminense","8","0","0","8","4","1","13","21","1","148","12","4","63","68","68","4","140","166","32","3","2","0","0","0","0","0","27","370","55","19","3","53","0","89","219","0","3","0","130","18","1","16","1","101","88","8","14","1","98","12","1","0","0","0","1444","3"
"60","11","2025","2025m11","15","3","Duque de Caxias","3301702","Baixada Fluminense","4","1","0","5","6","0","11","7","2","71","1","7","23","22","30","2","54","122","24","2","0","0","0","0","0","0","9","211","23","2","1","14","2","40","82","0","3","0","161","12","0","11","1","34","46","4","22","1","73","6","0","0","0","0","926","3"
"61","11","2025","2025m11","15","3","Duque de Caxias","3301702","Baixada Fluminense","0","0","0","0","0","0","0","2","0","21","3","1","3","1","1","0","2","6","4","0","1","0","0","0","0","0","1","14","6","0","0","4","0","10","20","0","1","0","21","4","2","2","0","3","8","0","5","0","14","2","0","0","0","0","156","3"
"62","11","2025","2025m11","15","3","Duque de Caxias","3301702","Baixada Fluminense","3","0","1","4","0","0","4","1","0","53","9","1","8","15","13","1","29","65","13","1","1","0","0","0","0","0","11","120","12","3","2","9","4","36","66","0","2","0","59","5","1","3","1","11","13","3","6","0","35","6","0","0","0","0","483","3"
"59","12","2025","2025m12","15","3","Duque de Caxias","3301702","Baixada Fluminense","8","0","0","8","4","0","12","15","1","148","12","3","66","77","97","1","175","261","49","7","2","0","0","0","0","0","37","531","21","19","9","26","0","86","161","0","9","1","107","13","2","10","1","126","61","1","11","1","106","21","3","0","0","0","1542","3"
"60","12","2025","2025m12","15","3","Duque de Caxias","3301702","Baixada Fluminense","3","0","0","3","3","0","6","11","1","99","3","6","35","20","33","1","54","135","34","1","2","0","0","0","1","1","23","251","12","7","4","23","5","61","112","0","3","1","96","7","1","5","1","24","39","1","31","2","71","10","0","0","0","0","1029","3"
"61","12","2025","2025m12","15","3","Duque de Caxias","3301702","Baixada Fluminense","1","0","0","1","0","0","1","4","1","20","5","2","10","2","1","0","3","13","3","0","0","0","0","0","0","0","2","21","5","0","0","4","1","7","17","0","4","0","26","0","0","0","0","5","8","1","1","0","19","3","0","0","0","0","203","3"
"62","12","2025","2025m12","15","3","Duque de Caxias","3301702","Baixada Fluminense","0","0","0","0","0","1","1","5","0","45","2","2","22","21","15","0","36","73","7","0","2","0","0","0","0","0","7","125","7","0","2","5","3","30","47","0","3","0","64","3","0","3","0","13","18","2","3","0","49","8","1","0","0","0","516","3"
